DBID,Date,Time,Finder Name,Contact No.,Animal Type,Species,Age,Alive/Dead,Area,State,Mile Marker,High Tide Dist.,Longitude,Latitude,Est/Exact,Length,Width,Weight,Sex,Entangled,Entangling Item,Injured,Injury Desc.,Notes,,,,,,,,,,,,,,,,,,,,,,,
238,13-12-09,00:00,no data,no data,Squid,Humboldt Squid,no data,No Data,Nye Beach,Oregon,0,0,-124.063,44.639,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
239,01-08-63,00:00,,,Turtle,Leatherback,,Alive,Stephens Passage,Alaska,,,-133.81,57.652,Estimate,,,,,,,,,SIGHTING,,,,,,,,,,,,,,,,,,,,,,,
240,01-09-63,00:00,,,Turtle,Leatherback,,,Copper River Flats,Alaska,,,-144.967,60.385,Estimate,,,,,,,,,NETTED & KILLED,,,,,,,,,,,,,,,,,,,,,,,
241,01-07-78,00:00,,,Turtle,Leatherback,,Alive,Eaton Point,Alaska,,,-132.068,55.939,Estimate,,,,,,,,,NETTED & RELEASED,,,,,,,,,,,,,,,,,,,,,,,
242,01-08-78,00:00,,,Turtle,Leatherback,,Alive,Gravina Island,Alaska,,,-131.788,55.335,Estimate,,,,,,,,,SIGHTING,,,,,,,,,,,,,,,,,,,,,,,
243,01-08-78,00:00,,,Turtle,Leatherback,,Alive,Craig,Alaska,,,-133.141,55.473,Estimate,,,,,,,,,NETTED & RELEASED,,,,,,,,,,,,,,,,,,,,,,,
244,01-08-78,00:00,,,Turtle,Leatherback,,Alive,Myer's Chuck,Alaska,,,-132.258,55.737,Estimate,,,,,,,,,SIGHTING,,,,,,,,,,,,,,,,,,,,,,,
245,01-08-79,00:00,,,Turtle,Leatherback,,,Metlakatla,Alaska,,,-131.577,55.129,Estimate,,,,,,,,,NETTED & KILLED,,,,,,,,,,,,,,,,,,,,,,,
246,01-08-79,00:00,,,Turtle,Leatherback,,Alive,Union Bay,Alaska,,,-132.226,55.762,Estimate,,,,,,,,,NETTED & RELEASED,,,,,,,,,,,,,,,,,,,,,,,
247,07-10-82,00:00,,,Turtle,Leatherback,,Moderate Decomposition,"Malibu, Pacific Coast Hwy At Latigo Shore Drive",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,01-03-83,00:00,,,Turtle,Leatherback,,,Perryville,Alaska,,,-159.129,55.913,Estimate,,,,,,,,,CARCASS,,,,,,,,,,,,,,,,,,,,,,,
249,01-07-83,00:00,,,Turtle,Leatherback,,Alive,Yakutat,Alaska,,,-140.717,59.763,Estimate,,,,,,,,,SIGHTING,,,,,,,,,,,,,,,,,,,,,,,
250,27-07-83,00:00,,,Turtle,Leatherback,,Fresh Dead,"Rincon Parkway, 1 Mile East Of Emma Wood State Bea",California,,,,,,,,,,,,,,"Original Weight on form was 692 lbs. PHOTOS TAKEN; COMPLETE SKELETON, STOMACH CONTENTS & ENDOPARASITES TO SANTA BARBARA MUSEUM OF NATURAL HISTORY..  Contact: PAUL COLLINS, SANTA BARBARA MUSEUM OF NATURAL HISTORY, SANTA BARBARA",,,,,,,,,,,,,,,,,,,,,,,
251,01-08-83,00:00,,,Turtle,Leatherback,,Alive,Cape Cross,Alaska,,,-136.562,57.914,Estimate,,,,,,,,,SIGHTING,,,,,,,,,,,,,,,,,,,,,,,
252,01-08-83,00:00,,,Turtle,Leatherback,,Alive,"Deer Harbor, Yakobi Island",Alaska,,,-136.547,57.94,Estimate,,,,,,,,,SIGHTING - 2 INDIVIDUALS,,,,,,,,,,,,,,,,,,,,,,,
253,01-08-83,00:00,,,Turtle,Leatherback,,Alive,Glacier Bay Entrance,Alaska,,,-136.129,58.686,Estimate,,,,,,,,,SIGHTING,,,,,,,,,,,,,,,,,,,,,,,
254,01-08-83,00:00,,,Turtle,Leatherback,,Alive,Noyes Island Vincinity,Alaska,,,-133.707,55.51,Estimate,,,,,,,,,SIGHTING,,,,,,,,,,,,,,,,,,,,,,,
255,01-08-84,00:00,,,Turtle,Leatherback,,Alive,Cape Addington,Alaska,,,-133.819,55.44,Estimate,,,,,,,,,SIGHTING,,,,,,,,,,,,,,,,,,,,,,,
256,08-08-85,00:00,,,Turtle,Leatherback,,Moderate Decomposition,"Stump Beach, Miller Gulch North Of Salt Point Park",California,,,,,,,,,,,,,,"Original Weight on form was 550 lbs. PART OF FLIPPER GONE; PROBABLY FED ON BY SHARK; FLOATING DEAD IN KELP 8 & 9 AUGUST; BROUGHT TO SHORE BY DIVER 10 AUGUST; FLOATED BACK TO SEA.  Contact: A WOOD, CALIFORNIA DEPARTMENT OF PARKS & RECREATION",,,,,,,,,,,,,,,,,,,,,,,
257,08-09-85,00:00,,,Turtle,Leatherback,,Fresh Dead,"Pismo Beach, Pismo Coast Village Resort, 300 Meters South Of Pismo Beach Pier Street Entrance",California,,,,,,,,,,,,,,"SNOUT-VENT LENGTH 1.978 METERS; GIRTH 1.460 METERS, SKELETON & CARAPACE TO ALLAN HANCOCK COLLEGE (DOC-4096-F/SWR) .  Contact: MICHAEL BONDELLO, ALLAN HANCOCK COLLEGE, SANTA MARIA",,,,,,,,,,,,,,,,,,,,,,,
258,22-10-85,00:00,,,Turtle,Leatherback,,Advanced Decomposition,About 1 Kilometer South Of San Carpoforo,California,,,,,,,,,,,,,,"Original Length on form was 145 CM.  DRIFT GILLNET FLEET OPERATING IN AREA WATERS AT THIS TIME.  Contact: RON JAMESON, US FISH & WILDLIFE SERVICE, PIEDRAS BLANCAS",,,,,,,,,,,,,,,,,,,,,,,
259,06-11-85,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Big Sur, Just North Of Grimes Point",California,,,,,,,,,,,,,,"TAKEN FROM USF AND WS CORRESPONDENCE.  Contact: BRIAN HATFIELD, U.S. FISH & WILDLIFE SERVICE, MONTEREY",,,,,,,,,,,,,,,,,,,,,,,
260,08-12-85,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Morro Bay, Morro Bay Sand Spit",California,,,,,,,,,,,,,,"Contact: MARLIN HARMS, POINT REYES BIRD OBSERVATORY, MORRO BAY",,,,,,,,,,,,,,,,,,,,,,,
261,28-05-86,00:00,,,Turtle,Leatherback,,Fresh Dead,"Malibu, El Matador State Beach",California,,,,,,,,,,,,,,"PHOTOS TAKEN; SKULL; CAUDAL VERTEBRAE; CERVICAL VERTEBRAE & FLIPPERS TO EARTH SCIENCES DEPARTMENT, SAN BERNARDINO COUNTY MUSEUM (DOC-4113-F/SWR), CARAPACE TAKEN BY UNKNOWN PARTY ON 05/30/86.  Contact: SHERIDAN STONE, NMFS/SWR, TERMINAL ISLAND",,,,,,,,,,,,,,,,,,,,,,,
262,01-07-86,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Solana Beach, Seascape Near Rockpile",California,,,,,,,,,,,,,,"Original Length on form was 113.8 CM.  CARCASS TAKEN TO LANDFILL, PHOTOS TAKEN; LOWER MANDIBLE TO NMFS/SWFC.  Contact: HANNAH BERNARD, ROBERT PITTMAN, NMFS/SWFC, LA JOLLA",,,,,,,,,,,,,,,,,,,,,,,
263,16-09-86,00:00,,,Turtle,Leatherback,,Fresh Dead,"Huntington Beach, Bolsa Chica State Beach, In Front Of Lifeguard Headquarters",California,,,,,,,,,,,,,,"Original Weight on form was 350 lbs. PHOTOS TAKEN; CARCASS TO LOS ANGELES COUNTY MUSEUM OF NATURAL HISTORY.  Contact: LISA FLOURNOY, TED BENNET, ORANGE COAST COLLEGE, COSTA MESA",,,,,,,,,,,,,,,,,,,,,,,
264,31-10-86,00:00,,,Turtle,Leatherback,,Advanced Decomposition,Gazos Creek,California,,,,,,,,,,,,,,"Original Length on form was 167.64 CM.  NO HEAD; TOTAL LENGTH TO LAST NECK VERTEBRA APPROXIMATELY 66 INCHES.  Contact: RAYMOND BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,,,,,,,,,,,,,,,,,,,,,,
265,14-05-88,00:00,,,Turtle,Leatherback,,Moderate Decomposition,"Santa Rosa Island, Santa Rosa Island",California,,,,,,,,,,,,,,Original Weight on form was 700 lbs.,,,,,,,,,,,,,,,,,,,,,,,
266,18-05-88,00:00,,,Turtle,Leatherback,,Alive,"Morro Bay, Offshore In Estero Bay, Northwest Of Morro Bay",California,,,,,,,,,,,,,,"ANIMAL FOUND WITH BUOY LINE WRAPPED AROUND LEFT FRONT FLIPPER; ANIMAL RELEASED FROM BUOY LINE, SWAM AWAY IN GOOD CONDITION",,,,,,,,,,,,,,,,,,,,,,,
267,20-07-88,00:00,,,Turtle,Leatherback,,Advanced Decomposition,1/3 Mile North Of Jalama County Beach Park,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,28-07-88,00:00,,,Turtle,Leatherback,,Fresh Dead,"Laguna Beach, Victoria Beach",California,,,,,,,,,,,,,,"Original Weight on form was 1000 lbs. REPORTED TO FRIENDS OF THE SEA LION MARINE MAMMAL CENTER BY LAGUNA BEACH LIFEGUARDS; NECROPSY PERFORMED AT FRIENDS OF THE SEA LION MARINE MAMMAL CENTER; SEVEN BULLET HOLES FOUND, THREE .22 CALIBER BULLETS RECOVERED",,,,,,,,,,,,,,,,,,,,,,,
269,14-08-88,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Cayucos, North Of Cayucos Pier, In Rocky Tidepool",California,,,,,,,,,,,,,,SKIN SLOUGHED OFF SKULL,,,,,,,,,,,,,,,,,,,,,,,
270,10-09-88,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Point Mugu Naval Air Weapons Station, Officers Beach",California,,,,,,,,,,,,,,Original Length on form was 134.1 CM.  Original Weight on form was 375 lbs. UPPER PART OF SKULL MISSING; BONES EXPOSED IN FRONT FLIPPERS; SHELL INTACT BUT BEGINNING TO PEEL; RECORDED LENGTH = STANDARD CARAPACE LENGTH,,,,,,,,,,,,,,,,,,,,,,,
271,11-10-88,00:00,,,Turtle,Leatherback,,Moderate Decomposition,"Pismo Beach, Pismo State Beach, 200 Yards South Of Grand Avenue Ramp",California,,,,,,,,,,,,,,"BODY BLOATED; SKIN BEGINNING TO SLOUGH OFF; STATE PARK RANGERS BURIED CARCASS, PLAN TO RECOVER IT AT A LATER DATE FOR USE IN INTERPRETATIVE DISPLAY",,,,,,,,,,,,,,,,,,,,,,,
272,27-10-88,00:00,,,Turtle,Leatherback,,Fresh Dead,"Morro Bay, 2 Miles Offshore Morro Bay Harbor Mouth",California,,,,,,,,,,,,,,THIRTY PERCENT OF SKIN SLOUGHING OFF CARAPACE; HIND FLIPPERS SLIGHTLY SHARK-BITTEN,,,,,,,,,,,,,,,,,,,,,,,
273,27-06-89,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"San Pedro, Outer Los Angeles Harbor",California,,,,,,,,,,,,,,Original Length on form was 220 CM.  Original Weight on form was 800 lbs. POSSIBLE PROPELLOR SLASHES AT LEFT REAR OF CARAPACE & LEFT HIND LIMB (BOAT COLLISION?); LISTED MEASUREMENT IS FROM TIP OF SNOUT TO TIP OF TAIL; LENGTH FROM FORWARD PART OF CARAPACE ,,,,,,,,,,,,,,,,,,,,,,,
274,10-07-89,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Terminal Island, Fish Harbor; Mackerel Street & Heinz Pet Products Dock",California,,,,,,,,,,,,,,"Original Length on form was 60 IN (estimated).  Original CCL on form was 60 in. Original Weight on form was 800 lbs. POSSIBLE BOAT COLLISION; SLASH IN CARAPACE; HEAD APPEARS TO BE """"SMASHED IN""""",,,,,,,,,,,,,,,,,,,,,,,
275,14-07-89,00:00,,,Turtle,Leatherback,,Fresh Dead,0.1 Mile North Mouth Of Black Canyon,California,,,,,,,,,,,,,,Original Length on form was 54 IN (estimated).  Original CCL on form was 54 in. Original Weight on form was 550 lbs. DAN DOBERSTEIN REPORTED STRANDING ON A FRIDAY; MUSEUM PERSONNEL UNABLE TO RESPOND UNTIL FOLLOWING THURSDAY; UNABLE TO LOCATE SPECIMEN,,,,,,,,,,,,,,,,,,,,,,,
276,25-07-89,00:00,,,Turtle,Leatherback,,Alive,"Santa Barbara, 3/4 Mile Off Of Santa Barbara Lighthouse",California,,,,,,,,,,,,,,Original Length on form was 163 CM.  Original Weight on form was 650 lbs. ANIMAL DISENTANGLED FROM CRAB POT LINE BY PETER HOWORTH; MAXIMUM CARAPACE WIDTH=10 CM; CARAPACE LENGTH=163 CM; TAIL LENGTH=24 CM,,,,,,,,,,,,,,,,,,,,,,,
277,01-08-89,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Los Osos, Mouth Of Hazard Canyon, North Side Of Reef, Montana De Oro State Park",California,,,,,,,,,,,,,,Original Length on form was 60 IN.  Original CCL on form was 60 in. Original Weight on form was 200 lbs. CARCASS IN ADVANCED STATE OF DECOMPOSITION; BONES VISIBLE IN FLIPPERS & NECK; HEAD MISSING; LEFT SIDE OF SHELL CRACKED FROM FRONT TO REAR,,,,,,,,,,,,,,,,,,,,,,,
278,22-08-89,00:00,,,Turtle,Leatherback,,Fresh Dead,"Point Reyes National Seashore, Ten Mile Beach, Point Reyes National Seashore",California,,,,,,,,,,,,,,Original Length on form was 160 CM.  Original Weight on form was 700 lbs. SKULL FRACTURED; BLUE PAINT EVIDENT IN FRACTURE; RIGHT FRONT FLIPPER SEVERED THROUGH BONE; TAIL PROTRUDING 33 CENTIMETERS BEYOND CARAPACE,,,,,,,,,,,,,,,,,,,,,,,
279,23-08-89,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Cayucos, 1/4 Mile South Of Cayucos Public Pier",California,,,,,,,,,,,,,,Original Length on form was 151 CM.  CARAPACE WIDTH = 88 CM; TAIL EXTENDED WELL BEYOND CARAPACE; HEAD WAS PRESENT; POSITIVE IT WAS DIFFERENT ANIMAL THAN THE ONE FOUND IN HAZARD CANYON ON 8/11,,,,,,,,,,,,,,,,,,,,,,,
280,23-08-89,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Moss Landing, Moss Landing State Beach",California,,,,,,,,,,,,,,Original Length on form was 144.78 CM.  RECORDED LENGTH = STANDARD CARAPACE LENGTH,,,,,,,,,,,,,,,,,,,,,,,
281,27-08-89,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Carmel-By-The-Sea, Whaler's Cove, Point Lobos State Reserve",California,,,,,,,,,,,,,,Original Length on form was 69 IN (estimated).  Original CCL on form was 69 in. CARCASS FLOATING OFFSHORE; ESTIMATED LENGTH = CARAPACE LENGTH; TOTAL LENGTH ESTIMATED AT 84 INCHES; CARAPACE WIDTH ESTIMATED AT 42 INCHES,,,,,,,,,,,,,,,,,,,,,,,
282,31-08-89,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Moss Landing, Salinas River State Beach",California,,,,,,,,,,,,,,NO MEASUREMENTS TAKEN,,,,,,,,,,,,,,,,,,,,,,,
283,23-09-89,00:00,,,Turtle,Leatherback,,Fresh Dead,Thornton State Beach,California,,,,,,,,,,,,,,1/3 OF REAR CARAPACE & HIND FLIPPERS SLICED OFF;  PROBABLY BY THE PROPELLER OF A LARGE SHIP; HEAD MISSING; STRAIGHT LINE CARAPACE WIDTH=46IN; WIDTH FROM FLIPPER TO FLIPPER=103IN (TIPS MISSING),,,,,,,,,,,,,,,,,,,,,,,
284,03-10-89,00:00,,,Turtle,Leatherback,,Fresh Dead,"Half Moon Bay, Redondo Beach, Just North Of Ocean Colony Housing Area",California,,,,,,,,,,,,,,Original Length on form was 90 CM (estimated).  CARCASS SEVERELY DAMAGED; MOST OF POSTERIOR QUARTER OF BODY MISSING; POSSIBLE BOAT COLLISION; NO PROPELLER MARKS; NO INDICATION OF SHARK ATTACK,,,,,,,,,,,,,,,,,,,,,,,
285,20-11-89,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Moss Landing, Moss Landing State Beach",California,,,,,,,,,,,,,,NO MEASUREMENTS TAKEN,,,,,,,,,,,,,,,,,,,,,,,
286,01-01-90,00:00,,,Turtle,Leatherback,,,Yakutat,Alaska,,,-140.684,59.757,Estimate,,,,,,,,,CARCASS,,,,,,,,,,,,,,,,,,,,,,,
287,13-01-90,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Mussel Shoals, 100 Meters North Of Entrance Road To Rincon Island",California,,,,,,,,,,,,,,Original Length on form was 203.2 CM (estimated).  Original CCL on form was 80 in. Original Weight on form was 600 lbs. GASHES IN CARAPACE; POSSIBLE VESSEL COLLISION; FLIPPER-TO-FLIPPER WIDTH = 102 IN,,,,,,,,,,,,,,,,,,,,,,,
288,10-07-90,00:00,,,Turtle,Leatherback,,Fresh Dead,"Pebble Beach, Stillwater Cove",California,,,,,,,,,,,,,,Original Length on form was 262 CM.  Original Weight on form was 800 lbs. NECROPSY PERFORMED; PLASTIC BAG FOUND IN POSTERIOR SECTION OF LARGE INTESTINE,,,,,,,,,,,,,,,,,,,,,,,
289,30-07-90,00:00,,,Turtle,Leatherback,,Fresh Dead,"Morro Bay, Morro Bay State Park, Sandspit 1 1/3 Miles North Of Access Road",California,,,,,,,,,,,,,,Original Length on form was 152.4 CM.  Original Weight on form was 700 lbs. STRAIGHT LINE CARAPACE LENGTH = 152.4 CM; CURVILINEAR CARAPACE LENGTH =156.5 CM; TAIL EXTENDED 10.6 CM BEYOND SHELL; TAIL LENGTH = 10.0 CM,,,,,,,,,,,,,,,,,,,,,,,
290,13-08-90,00:00,,,Turtle,Leatherback,,Advanced Decomposition,2 Miles East Of Government Point,California,,,,,,,,,,,,,,Original Length on form was 132 CM.  CARCASS VERY DECOMPOSED; BODY CAVITTY OPEN BETWEEN BASE OF NECK & PLASTRON,,,,,,,,,,,,,,,,,,,,,,,
291,24-08-90,00:00,,,Turtle,Leatherback,,Moderate Decomposition,"San Simeon, 1/2 Kilometer South Of Mouth Of Pico Creek, San Simeon Acres",California,,,,,,,,,,,,,,Original Length on form was 157 CM.  LARGE FRACTURE IN LEFT MID-DORSAL REGION OF CARAPACE; RECORDED LENGTH MEASURED CURVILINEARLY; STRAIGHT LINE LENGTH = 152 CM; CARAPACE WIDTH = 96 CM,,,,,,,,,,,,,,,,,,,,,,,
292,24-08-90,00:00,,,Turtle,Leatherback,,Fresh Dead,"Carlsbad, South Carlsbad State Beach, North Of Campground",California,,,,,,,,,,,,,,Original Length on form was 139 CM.  CARAPACE LENGTH MEASUREMENT RECORDED CURVILINEARLY; CURVILINEAR CARAPACE WIDTH = 101 CM; NECROPSY PERFORMED AT SOUTHWEST FISHERIES CENTER,,,,,,,,,,,,,,,,,,,,,,,
293,24-08-90,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Cayucos, 8Th Street",California,,,,,,,,,,,,,,Original Length on form was 148 CM.  Original Weight on form was 400 lbs. HEAD & BOTH LEFT LIMBS MISSING; RECORDED LENGTH MEASUREMENT IS STRAIGHTLINE; CURVILINEAR CARAPACE LENGTH = 156 CM; CURVILINEAR CARAPACE WIDTH = 101 CM,,,,,,,,,,,,,,,,,,,,,,,
294,15-09-90,00:00,,,Turtle,Leatherback,,Moderate Decomposition,"Pebble Beach, Stillwater Cove",California,,,,,,,,,,,,,,Original Length on form was 143.5 CM (estimated).  Original Weight on form was 700 lbs. FRONT FLIPPER LENGTH = 91.5 CM; REAR FLIPPER LENGTH = 18.5 CM; NO SCARS OR MARKINGS ON CARAPACE,,,,,,,,,,,,,,,,,,,,,,,
295,29-09-90,00:00,,,Turtle,Leatherback,,Fresh Dead,"Point Reyes National Seashore, North End Of Driftwood (Dive) Beach, Point Reyes National Seashore",California,,,,,,,,,,,,,,Original Weight on form was 800 lbs. CARAPACE WITH 3 PROPELLER SLASHES AT FORWARD HALF-SECTION; HALF OF UPPER JAW BROKEN OFF; LENGTH MEASUREMENT FROM TAIL TO TIP OF LOWER JAW,,,,,,,,,,,,,,,,,,,,,,,
296,07-11-90,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Big Sur, 1/2 Kilometer South Of Mouth Of Big Creek",California,,,,,,,,,,,,,,CARCASS FLOATING OFFSHORE IN KELP BED; NO MEASUREMENTS TAKEN,,,,,,,,,,,,,,,,,,,,,,,
297,08-11-90,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Big Sur, 1/2 Kilometer South Of Mouth Of Mill Creek",California,,,,,,,,,,,,,,Original Length on form was 114 CM.  CARCASS FLOATING OFFSHORE IN KELP BED; HEAD & FLIPPERS MISSING; RECORDED LENGTH = STRAIGHT LINE MEASUREMENT; STRAIGHT LINE CARAPACE WIDTH = 70 CM,,,,,,,,,,,,,,,,,,,,,,,
298,07-12-90,00:00,,,Turtle,Leatherback,,Alive,Offshore Pillar Point,California,,,,,,,,,,,,,,ANIMAL ENTANGLED IN CRAB POT LINE; RELEASED ALIVE BY FISHERMAN,,,,,,,,,,,,,,,,,,,,,,,
299,26-06-91,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Malibu, 33800 Pacific Coast Highway, Zero Beach",California,,,,,,,,,,,,,,Original Length on form was 156.4 CM.  Original Weight on form was 800 lbs. LENGTH MEASUREMENT IS CURVILINEAR CARAPACE LENGTH,,,,,,,,,,,,,,,,,,,,,,,
300,02-07-91,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Huntington Beach, Huntington State Beach",California,,,,,,,,,,,,,,Original Length on form was 159 CM.  Original Weight on form was 800 lbs. LENGTH MEASUREMENT IS CURVILINEAR CARAPACE LENGTH,,,,,,,,,,,,,,,,,,,,,,,
301,02-07-91,00:00,,,Turtle,Leatherback,,Fresh Dead,"Gaviota, Gaviota State Beach",California,,,,,,,,,,,,,,REPORT RECEIVED BY PHONE,,,,,,,,,,,,,,,,,,,,,,,
302,03-07-91,00:00,,,Turtle,Leatherback,,Alive,"Sunset Beach, 1/2 Mile Ssw Of Water Tower At Anderson Street",California,,,,,,,,,,,,,,Original Length on form was 72 IN (estimated).  Original CCL on form was 72 in. ANIMAL ENTANGLED IN ACTIVE GILLNET APPROXIMATELY 1.5 MILES OFFSHORE SUNSET BEACH; ANIMAL APPARENTLY RELEASED UNHARMED BY CREW OF GILLNET VESSEL,,,,,,,,,,,,,,,,,,,,,,,
303,29-07-91,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"San Simeon, 1/2 Kilometer West Of San Simeon Pier",California,,,,,,,,,,,,,,Original Length on form was 164 CM.  CARCASS IN SURF ZONE ON BACK; HEAD MISSING; CARAPACE MAY BE MISSING; LENGTH MEASUREMENT IS STRAIGHT LINE MEASUREMENT FROM EDGE OF PLASTRON TO END OF TAIL; LEFT FRONT FLIPPER SHORTENED BY OLD INJURY,,,,,,,,,,,,,,,,,,,,,,,
304,31-07-91,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Just South Of San Antonio Creek, Vafb",California,,,,,,,,,,,,,,Original Length on form was 67 IN (estimated).  Original CCL on form was 67 in. REPORT RECEIVED BY PHONE,,,,,,,,,,,,,,,,,,,,,,,
305,09-08-91,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Morro Bay, 1 1/2 Miles North Of Morro Rock",California,,,,,,,,,,,,,,Original Weight on form was 250 lbs. HEAD; FLIPPERS; TAIL & PARTS OF SHELL MISSING,,,,,,,,,,,,,,,,,,,,,,,
306,24-08-91,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Los Osos, Montana De Oro State Park, Sandspit",California,,,,,,,,,,,,,,Original Length on form was 72 IN (estimated).  Original CCL on form was 72 in.,,,,,,,,,,,,,,,,,,,,,,,
307,31-08-91,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Morro Bay, Morro Strand State Beach South, 1/4 Mile South Of San Jacinto Road",California,,,,,,,,,,,,,,CARCASS BURIED ON BEACH,,,,,,,,,,,,,,,,,,,,,,,
308,31-08-91,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Monterey, Sand City Beach, Near Fremont Street Exit",California,,,,,,,,,,,,,,Original Length on form was 144 CM.  RECORDED LENGTH = CARAPACE STANDARD LENGTH,,,,,,,,,,,,,,,,,,,,,,,
309,27-09-91,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Pacific Grove, 1/4 Mile Offshore Lover's Point",California,,,,,,,,,,,,,,Original Length on form was 160 CM.  CARCASS FLOATING IN KELP BED; RECORDED LENGTH = CURVILINEAR CARAPACE LENGTH; STRAIGHT LINE LENGTH (FROM NOSE TO TAIL) = 228 CM; BODY LEFT IN KELP,,,,,,,,,,,,,,,,,,,,,,,
310,16-02-92,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Half Moon Bay, Poplar Street",California,,,,,,,,,,,,,,"Original Length on form was 158 CM.  HEAD, LEFT FOREFLIPPER, & RIGHT REAR FLIPPER MISSING; RECORDED LENGTH = CARAPACE LENGTH",,,,,,,,,,,,,,,,,,,,,,,
311,08-10-92,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Arch Beach, Point Reyes National Seashore",California,,,,,,,,,,,,,,Original Length on form was 175 CM.  Original CCL on form was 175 in. Original Weight on form was 700 lbs. RECORDED LENGTH = CARAPACE LENGTH; TOTAL LENGTH (HEAD TO TAIL) = 210 CMCARAPACE WIDTH = 94 CM,,,,,,,,,,,,,,,,,,,,,,,
312,12-06-93,00:00,,,Turtle,Leatherback,,Advanced Decomposition,Offsore  Mouth Of Tajiguas Canyon,California,,,,,,,,,,,,,,Original Length on form was 182.88 CM (estimated).  Original CCL on form was 72 in. CARCASS FLOATING IN KELP BED,,,,,,,,,,,,,,,,,,,,,,,
313,01-07-93,00:00,,,Turtle,Leatherback,,Alive,Vitskari Straight,Alaska,,,-135.301,57.045,Estimate,,,,,,,,,SIGHTING,,,,,,,,,,,,,,,,,,,,,,,
314,07-07-93,00:00,,,Turtle,Leatherback,,Fresh Dead,"Ocean Beach, Just South Of Ocean Beach Pier",California,,,,,,,,,,,,,,"Original Length on form was 105 CM.  PLASTRON ONLY; CLEAR EVIDENCE OF HUMAN INTERACTION (KNIFE CUTS ON EDGES); RECORDED LENGTH = PLASTRON LENGTH, MEASURED ALONG MID-VENTRAL LINE; PLASTRON WIDTH = 64 CM",,,,,,,,,,,,,,,,,,,,,,,
315,10-07-93,00:00,,,Turtle,Leatherback,,Moderate Decomposition,"Monterey, Sand City Beach, At Fremont Street",California,,,,,,,,,,,,,,Original Length on form was 203 CM.  Original Weight on form was 700 lbs.,,,,,,,,,,,,,,,,,,,,,,,
316,01-08-93,00:00,,,Turtle,Leatherback,,Alive,Vitskari Rocks,Alaska,,,-135.549,57.006,Estimate,,,,,,,,,SIGHTING,,,,,,,,,,,,,,,,,,,,,,,
317,03-08-93,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Moss Landing, Salinas River State Beach, 1/2 Mile North Of Potrero Road",California,,,,,,,,,,,,,,Original Length on form was 198.12 CM.  Original CCL on form was 78 in. DECOMPOSED; 3 FLIPPERS MISSING; LEFT FRONT FLIPPER-BONES ONLY; FRONT OF HEAD BROKEN OFF; HOLES IN CARAPACE,,,,,,,,,,,,,,,,,,,,,,,
318,06-08-93,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Guadalupe, Guadalupe Dunes, 100 Yards North Of Mussel Rock",California,,,,,,,,,,,,,,"Original Weight on form was 550 lbs. CARAPACE LENGTH = 141 CENTIMETERS; CARAPACE WIDTH = 102 CENTIMETERS; FRONT FLIPPER LENGTH = 83.5 CENTIMETERS; REAR FLIPPER LENGTH = 44 CENTIMETERS; """"WINGSPAN"""" BETWEEN FRONT FLIPPERS = 209 CENTIMETERS",,,,,,,,,,,,,,,,,,,,,,,
319,08-08-93,00:00,,,Turtle,Leatherback,,Advanced Decomposition,"Seal Beach, 7Th Street",California,,,,,,,,,,,,,,Original Length on form was 60 IN (estimated).  Original CCL on form was 60 in. Original Weight on form was 800 lbs.,,,,,,,,,,,,,,,,,,,,,,,
